Edo,Nombre_Indicador,año,Indicador,Limite_Inferior,Limite_Superior
Nacional,Residentes en la sección de registro,2005,82.559,82.0794272,83.0385728
Nacional,Residentes en el domicilio de registro,2005,75.6024,75.07980716,76.12499284
Nacional,Causas de no residencia en el domicilio del registro electoral:,2005,,,
Nacional,Cambio de domicilio no reportado,2005,20.6496,20.15514884,21.14405116
Nacional,Cambio de domicilio no reportado al mismo municipio,2005,8.13112,7.80066988,8.46157012
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2005,2.84386,2.6470662,3.0406538
Nacional,Cambio de domicilio no reportado a otro estado,2005,2.21804,2.05648896,2.37959104
Nacional,Cambio de domicilio no reportado a otro país,2005,3.25161,3.05398124,3.44923876
Nacional,Destino del cambio no especificado,2005,4.20493,3.91371516,4.49614484
Nacional,Fallecidos con registro electoral,2005,1.37672,1.27238332,1.48105668
Nacional,Reconocidos que no han vivido en el domicilio,2005,0.350505,0.28348084,0.41752916
Nacional,Suspendidos de sus derechos politicos,2005,,,
Nacional,Residentes con domicilio mal ubicado,2005,,,
Nacional,Otra causa de no residencia en el domicilio de registro,2005,,,
Nacional,Causa de no residencia no especificada,2005,,,
Nacional,Error en la sección del registro electoral,2005,1.25176,1.089881444,1.413638556
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2005,0.655098,0.56915984,0.74103616
Nacional,Ciudadanos no reconocidos con registro electoral,2005,1.89455,1.729484092,2.059615908
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2005,,,
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2005,,,
Nacional,Residentes en la sección de registro,2006,81.28385,80.7911256,81.7765744
Nacional,Residentes en el domicilio de registro,2006,74.33189,73.8331876,74.8305924
Nacional,Causas de no residencia en el domicilio del registro electoral:,2006,,,
Nacional,Cambio de domicilio no reportado,2006,21.66623,21.2102752,22.1221848
Nacional,Cambio de domicilio no reportado al mismo municipio,2006,9.33415,9.014082,9.654218
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2006,2.78963,2.614798,2.964462
Nacional,Cambio de domicilio no reportado a otro estado,2006,2.18641,2.0179088,2.3549112
Nacional,Cambio de domicilio no reportado a otro país,2006,3.72863,3.4925676,3.9646924
Nacional,Destino del cambio no especificado,2006,3.62741,3.3856832,3.8691368
Nacional,Fallecidos con registro electoral,2006,1.51825,1.3936136,1.6428864
Nacional,Reconocidos que no han vivido en el domicilio,2006,0.36396,0.2945172,0.4334028
Nacional,Suspendidos de sus derechos politicos,2006,,,
Nacional,Residentes con domicilio mal ubicado,2006,,,
Nacional,Otra causa de no residencia en el domicilio de registro,2006,,,
Nacional,Causa de no residencia no especificada,2006,,,
Nacional,Error en la sección del registro electoral,2006,1.35063,1.1550024,1.5462576
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2006,0.78867,0.6883768,0.8889632
Nacional,Ciudadanos no reconocidos con registro electoral,2006,2.02143,1.8794868,2.1633732
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2006,1.01612,0.910476,1.121764
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2006,0.352,0.291338,0.412662
Nacional,Residentes en la sección de registro,2008,81.46509,80.8649576,82.0652224
Nacional,Residentes en el domicilio de registro,2008,74.63097,73.954966,75.306974
Nacional,Causas de no residencia en el domicilio del registro electoral:,2008,,,
Nacional,Cambio de domicilio no reportado,2008,20.73807,20.1089688,21.3671712
Nacional,Cambio de domicilio no reportado al mismo municipio,2008,8.94566,8.5332564,9.3580636
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2008,2.46755,2.2301352,2.7049648
Nacional,Cambio de domicilio no reportado a otro estado,2008,1.95456,1.7602064,2.1489136
Nacional,Cambio de domicilio no reportado a otro país,2008,3.38698,3.1130308,3.6609292
Nacional,Destino del cambio no especificado,2008,3.98333,3.6440148,4.3226452
Nacional,Fallecidos con registro electoral,2008,1.68945,1.5259076,1.8529924
Nacional,Reconocidos que no han vivido en el domicilio,2008,0.37048,0.2813392,0.4596208
Nacional,Suspendidos de sus derechos politicos,2008,,,
Nacional,Residentes con domicilio mal ubicado,2008,,,
Nacional,Otra causa de no residencia en el domicilio de registro,2008,,,
Nacional,Causa de no residencia no especificada,2008,,,
Nacional,Error en la sección del registro electoral,2008,1.60837,1.4017076,1.8150324
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2008,1.02038,0.8835132,1.1572468
Nacional,Ciudadanos no reconocidos con registro electoral,2008,2.23698,2.02383,2.45013
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2008,0.99746,0.8539096,1.1410104
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2008,0.43503,0.34046,0.5296
Nacional,Residentes en la sección de registro,2009,81.34928,80.667102,82.031458
Nacional,Residentes en el domicilio de registro,2009,76.1775,75.445146,76.909854
Nacional,Causas de no residencia en el domicilio del registro electoral:,2009,,,
Nacional,Cambio de domicilio no reportado,2009,19.42788,18.7195556,20.1362044
Nacional,Cambio de domicilio no reportado al mismo municipio,2009,8.20714,7.752126,8.662154
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2009,3.22012,2.8977588,3.5424812
Nacional,Cambio de domicilio no reportado a otro estado,2009,2.06038,1.8146548,2.3061052
Nacional,Cambio de domicilio no reportado a otro país,2009,3.20054,2.9146348,3.4864452
Nacional,Destino del cambio no especificado,2009,2.73969,2.4254236,3.0539564
Nacional,Fallecidos con registro electoral,2009,1.66193,1.4429196,1.8809404
Nacional,Reconocidos que no han vivido en el domicilio,2009,0.34588,0.2498988,0.4418612
Nacional,Suspendidos de sus derechos politicos,2009,0.01309,0.001036,0.025144
Nacional,Residentes con domicilio mal ubicado,2009,,,
Nacional,Otra causa de no residencia en el domicilio de registro,2009,,,
Nacional,Causa de no residencia no especificada,2009,,,
Nacional,Error en la sección del registro electoral,2009,1.62986,1.3307052,1.9290148
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2009,1.04291,0.880132,1.205688
Nacional,Ciudadanos no reconocidos con registro electoral,2009,1.74395,1.5497336,1.9381664
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2009,0.85859,0.715118,1.002062
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2009,0.14351,0.0765172,0.2105028
Nacional,Residentes en la sección de registro,2011,82.84664,82.3040336,83.3892464
Nacional,Residentes en el domicilio de registro,2011,76.26771,75.6715368,76.8638832
Nacional,Causas de no residencia en el domicilio del registro electoral:,2011,,,
Nacional,Cambio de domicilio no reportado,2011,18.77858,18.2100624,19.3470976
Nacional,Cambio de domicilio no reportado al mismo municipio,2011,7.67743,7.3223956,8.0324644
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2011,2.78369,2.530262,3.037118
Nacional,Cambio de domicilio no reportado a otro estado,2011,1.82525,1.6410884,2.0094116
Nacional,Cambio de domicilio no reportado a otro país,2011,2.7723,2.554446,2.990154
Nacional,Destino del cambio no especificado,2011,3.71991,3.398862,4.040958
Nacional,Fallecidos con registro electoral,2011,1.07252,0.9423564,1.2026836
Nacional,Reconocidos que no han vivido en el domicilio,2011,0.33562,0.256534,0.414706
Nacional,Suspendidos de sus derechos politicos,2011,0.03971,0.0190712,0.0603488
Nacional,Residentes con domicilio mal ubicado,2011,1.04985,0.877076,1.222624
Nacional,Otra causa de no residencia en el domicilio de registro,2011,0.20345,0.1468844,0.2600156
Nacional,Causa de no residencia no especificada,2011,2.25104,2.0057656,2.4963144
Nacional,Error en la sección del registro electoral,2011,1.44148,1.246558,1.636402
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2011,0.87462,0.7501796,0.9990604
Nacional,Ciudadanos no reconocidos con registro electoral,2011,2.94754,2.6803332,3.2147468
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2011,1.79384,1.5843944,2.0032856
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2011,0.47122,0.3795312,0.5629088
Nacional,Residentes en la sección de registro,2012,84.59393,84.0617312,85.1261288
Nacional,Residentes en el domicilio de registro,2012,77.79378,77.1959212,78.3916388
Nacional,Causas de no residencia en el domicilio del registro electoral:,2012,,,
Nacional,Cambio de domicilio no reportado,2012,18.44343,17.900804,18.986056
Nacional,Cambio de domicilio no reportado al mismo municipio,2012,7.03257,6.6813772,7.3837628
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2012,2.45139,2.2280284,2.6747516
Nacional,Cambio de domicilio no reportado a otro estado,2012,1.84042,1.614138,2.066702
Nacional,Cambio de domicilio no reportado a otro país,2012,2.71744,2.480574,2.954306
Nacional,Destino del cambio no especificado,2012,4.40161,4.0969672,4.7062528
Nacional,Fallecidos con registro electoral,2012,0.84104,0.7367288,0.9453512
Nacional,Reconocidos que no han vivido en el domicilio,2012,0.32434,0.2455088,0.4031712
Nacional,Suspendidos de sus derechos politicos,2012,0.01054,0.0032292,0.0178508
Nacional,Residentes con domicilio mal ubicado,2012,0.99133,0.8286892,1.1539708
Nacional,Otra causa de no residencia en el domicilio de registro,2012,0.03258,0.0138424,0.0513176
Nacional,Causa de no residencia no especificada,2012,1.56149,1.4022204,1.7207596
Nacional,Error en la sección del registro electoral,2012,1.36398,1.1696656,1.5582944
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2012,0.79341,0.674242,0.912578
Nacional,Ciudadanos no reconocidos con registro electoral,2012,2.21174,2.0133096,2.4101704
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2012,1.20892,1.063488,1.354352
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2012,0.4149,0.3445164,0.4852836
Nacional,Residentes en la sección de registro,2014,85.0059,84.36907,85.64274
Nacional,Residentes en el domicilio de registro,2014,78.50016,77.73918,79.26113
Nacional,Causas de no residencia en el domicilio del registro electoral:,2014,,,
Nacional,Cambio de domicilio no reportado,2014,17.15773,16.47066,17.8448
Nacional,Cambio de domicilio no reportado al mismo municipio,2014,7.46384,6.97611,7.95157
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2014,2.37012,2.1018,2.63845
Nacional,Cambio de domicilio no reportado a otro estado,2014,1.78074,1.57163,1.98985
Nacional,Cambio de domicilio no reportado a otro país,2014,1.67981,1.4794,1.88022
Nacional,Destino del cambio no especificado,2014,3.86322,3.5123,4.21413
Nacional,Fallecidos con registro electoral,2014,0.74357,0.61503,0.87211
Nacional,Reconocidos que no han vivido en el domicilio,2014,0.43887,0.32211,0.55564
Nacional,Suspendidos de sus derechos politicos,2014,0.03132,0.00826,0.05438
Nacional,Residentes con domicilio mal ubicado,2014,1.24387,1.063,1.42473
Nacional,Otra causa de no residencia en el domicilio de registro,2014,0.21913,0.12773,0.31052
Nacional,Causa de no residencia no especificada,2014,1.66536,1.45738,1.87334
Nacional,Error en la sección del registro electoral,2014,1.70018,1.46768,1.93268
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2014,0.81421,0.68046,0.94796
Nacional,Ciudadanos no reconocidos con registro electoral,2014,2.34482,2.08845,2.60119
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2014,1.31545,1.12714,1.50377
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2014,0.39204,0.30274,0.48133
Nacional,Residentes en la sección de registro,2015,85.0059,84.36907,85.64274
Nacional,Residentes en el domicilio de registro,2015,78.50016,77.73918,79.26113
Nacional,Causas de no residencia en el domicilio del registro electoral:,2015,,,
Nacional,Cambio de domicilio no reportado,2015,17.15773,16.47066,17.8448
Nacional,Cambio de domicilio no reportado al mismo municipio,2015,7.46384,6.97611,7.95157
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2015,2.37012,2.1018,2.63845
Nacional,Cambio de domicilio no reportado a otro estado,2015,1.78074,1.57163,1.98985
Nacional,Cambio de domicilio no reportado a otro país,2015,1.67981,1.4794,1.88022
Nacional,Destino del cambio no especificado,2015,3.86322,3.5123,4.21413
Nacional,Fallecidos con registro electoral,2015,0.74357,0.61503,0.87211
Nacional,Reconocidos que no han vivido en el domicilio,2015,0.43887,0.32211,0.55564
Nacional,Suspendidos de sus derechos politicos,2015,0.03132,0.00826,0.05438
Nacional,Residentes con domicilio mal ubicado,2015,1.24387,1.063,1.42473
Nacional,Otra causa de no residencia en el domicilio de registro,2015,0.21913,0.12773,0.31052
Nacional,Causa de no residencia no especificada,2015,1.66536,1.45738,1.87334
Nacional,Error en la sección del registro electoral,2015,1.70018,1.46768,1.93268
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2015,0.81421,0.68046,0.94796
Nacional,Ciudadanos no reconocidos con registro electoral,2015,2.34482,2.08845,2.60119
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2015,1.31545,1.12714,1.50377
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2015,0.39204,0.30274,0.48133
Nacional,Residentes en la sección de registro,2017,85.66276,85.21246,86.11305
Nacional,Residentes en el domicilio de registro,2017,79.00774,78.49667,79.51881
Nacional,Causas de no residencia en el domicilio del registro electoral:,2017,,,
Nacional,Cambio de domicilio no reportado,2017,16.82865,16.37215,17.28514
Nacional,Cambio de domicilio no reportado al mismo municipio,2017,6.61132,6.31535,6.90729
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2017,2.75019,2.53778,2.9626
Nacional,Cambio de domicilio no reportado a otro estado,2017,1.76087,1.60596,1.91577
Nacional,Cambio de domicilio no reportado a otro país,2017,1.25514,1.11447,1.39581
Nacional,Destino del cambio no especificado,2017,4.45113,4.17173,4.73052
Nacional,Fallecidos con registro electoral,2017,0.73865,0.6457,0.8316
Nacional,Reconocidos que no han vivido en el domicilio,2017,0.37935,0.30338,0.45532
Nacional,Suspendidos de sus derechos politicos,2017,0.02451,0.00972,0.0393
Nacional,Residentes con domicilio mal ubicado,2017,1.12929,0.97491,1.28367
Nacional,Otra causa de no residencia en el domicilio de registro,2017,0.22578,0.17719,0.27438
Nacional,Causa de no residencia no especificada,2017,1.66604,1.50595,1.82613
Nacional,Error en la sección del registro electoral,2017,1.62229,1.43927,1.80531
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2017,0.41188,0.33527,0.4885
Nacional,Ciudadanos no reconocidos con registro electoral,2017,2.15117,1.95973,2.34261
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2017,1.36447,1.22045,1.50849
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2017,0.40142,0.33314,0.4697
Nacional,Residentes en la sección de registro,2018,87.6819,87.45891,87.90489
Nacional,Residentes en el domicilio de registro,2018,80.14586,79.88356,80.40816
Nacional,Causas de no residencia en el domicilio del registro electoral:,2018,,,
Nacional,Cambio de domicilio no reportado,2018,16.02199,15.7844,16.25959
Nacional,Cambio de domicilio no reportado al mismo municipio,2018,5.82,5.67225,5.96775
Nacional,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2018,2.06614,1.97146,2.16081
Nacional,Cambio de domicilio no reportado a otro estado,2018,1.25628,1.18624,1.32632
Nacional,Cambio de domicilio no reportado a otro país,2018,1.24197,1.16993,1.31401
Nacional,Destino del cambio no especificado,2018,5.63761,5.47636,5.79886
Nacional,Fallecidos con registro electoral,2018,0.8182,0.76769,0.86871
Nacional,Reconocidos que no han vivido en el domicilio,2018,0.30948,0.27585,0.34311
Nacional,Suspendidos de sus derechos politicos,2018,0.03019,0.02006,0.04032
Nacional,Residentes con domicilio mal ubicado,2018,0.64604,0.58782,0.70426
Nacional,Otra causa de no residencia en el domicilio de registro,2018,0.32415,0.28718,0.36113
Nacional,Causa de no residencia no especificada,2018,1.7032,1.61654,1.78985
Nacional,Error en la sección del registro electoral,2018,0.88125,0.81047,0.95203
Nacional,Domicilios no localizados de los ciudadanos con registro electoral,2018,0.51998,0.46725,0.5727
Nacional,Ciudadanos no reconocidos con registro electoral,2018,2.31877,2.21671,2.42083
Nacional,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2018,1.35287,1.27617,1.42956
Nacional,Ciudadanos no reconocidos y el domicilio es predio no habitado,2018,0.47023,0.42655,0.5139
Aguascalientes,Residentes en la sección de registro,2005,79.4482,76.3913448,82.5050552
Aguascalientes,Residentes en el domicilio de registro,2005,73.348,70.0852076,76.6107924
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2005,,,
Aguascalientes,Cambio de domicilio no reportado,2005,25.1248,21.8966212,28.3529788
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2005,13.754,11.2975124,16.2104876
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2005,2.50124,1.6778146,3.3246654
Aguascalientes,Cambio de domicilio no reportado a otro estado,2005,1.8971,0.96987692,2.82432308
Aguascalientes,Cambio de domicilio no reportado a otro país,2005,3.65465,2.35797476,4.95132524
Aguascalientes,Destino del cambio no especificado,2005,3.31776,2.181254,4.454266
Aguascalientes,Fallecidos con registro electoral,2005,0.554586,0,1.15680188
Aguascalientes,Reconocidos que no han vivido en el domicilio,2005,0.129381,0,0.38208184
Aguascalientes,Suspendidos de sus derechos politicos,2005,,,
Aguascalientes,Residentes con domicilio mal ubicado,2005,,,
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2005,,,
Aguascalientes,Causa de no residencia no especificada,2005,,,
Aguascalientes,Error en la sección del registro electoral,2005,0.167729,0,0.43042192
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2005,0.175125,0,0.44119304
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2005,1.01116,0.1944672,1.8278528
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2005,0.589541,0,1.36774332
Aguascalientes,Ciudadanos no reconocidos y el domicilio es predio no habitado,2005,0.295937,0,0.64765508
Aguascalientes,Residentes en la sección de registro,2006,79.51207,77.3260036,81.6981364
Aguascalientes,Residentes en el domicilio de registro,2006,73.24996,70.1861468,76.3137732
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2006,,,
Aguascalientes,Cambio de domicilio no reportado,2006,24.77535,22.0093392,27.5413608
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2006,13.10411,10.9968356,15.2113844
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2006,1.81343,1.046286,2.580574
Aguascalientes,Cambio de domicilio no reportado a otro estado,2006,1.27639,0.5880576,1.9647224
Aguascalientes,Cambio de domicilio no reportado a otro país,2006,4.12733,3.2194972,5.0351628
Aguascalientes,Destino del cambio no especificado,2006,4.45407,2.83609,6.07205
Aguascalientes,Fallecidos con registro electoral,2006,1.05337,0.4132928,1.6934472
Aguascalientes,Reconocidos que no han vivido en el domicilio,2006,0.2251,0,0.4814092
Aguascalientes,Suspendidos de sus derechos politicos,2006,,,
Aguascalientes,Residentes con domicilio mal ubicado,2006,,,
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2006,,,
Aguascalientes,Causa de no residencia no especificada,2006,,,
Aguascalientes,Error en la sección del registro electoral,2006,0.31415,0.0074884,0.6208116
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2006,0.08774,0,0.2095344
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2006,0.78926,0.3244656,1.2540544
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2006,0.37672,0.0145512,0.7388888
Aguascalientes,Ciudadanos no reconocidos y el domicilio es predio no habitado,2006,0.36084,0.0253272,0.6963528
Aguascalientes,Residentes en la sección de registro,2008,82.76039,79.321374,86.199406
Aguascalientes,Residentes en el domicilio de registro,2008,75.57788,72.2578752,78.8978848
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2008,,,
Aguascalientes,Cambio de domicilio no reportado,2008,22.69021,19.7302768,25.6501432
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2008,11.32803,8.9604676,13.6955924
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2008,1.15634,0.3853544,1.9273256
Aguascalientes,Cambio de domicilio no reportado a otro estado,2008,2.01584,0.7432708,3.2884092
Aguascalientes,Cambio de domicilio no reportado a otro país,2008,3.43696,1.6699612,5.2039588
Aguascalientes,Destino del cambio no especificado,2008,4.75303,2.733838,6.772222
Aguascalientes,Fallecidos con registro electoral,2008,1.01826,0.0918268,1.9446932
Aguascalientes,Reconocidos que no han vivido en el domicilio,2008,0.06044,0,0.1789808
Aguascalientes,Suspendidos de sus derechos politicos,2008,,,
Aguascalientes,Residentes con domicilio mal ubicado,2008,,,
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2008,,,
Aguascalientes,Causa de no residencia no especificada,2008,,,
Aguascalientes,Error en la sección del registro electoral,2008,0.04259,0,0.126086
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2008,0.32102,0,0.9282868
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2008,1.09697,0,2.374596
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2008,0.78973,0,1.9156912
Aguascalientes,Ciudadanos no reconocidos y el domicilio es predio no habitado,2008,-,-,-
Aguascalientes,Residentes en la sección de registro,2009,80.85886,77.7457724,83.9719476
Aguascalientes,Residentes en el domicilio de registro,2009,76.1775,75.445146,76.909854
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2009,,,
Aguascalientes,Cambio de domicilio no reportado,2009,22.03039,19.151836,24.908944
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2009,10.8842,8.7030728,13.0653272
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2009,2.10936,0.9546652,3.2640548
Aguascalientes,Cambio de domicilio no reportado a otro estado,2009,1.7499,0.980992,2.518808
Aguascalientes,Cambio de domicilio no reportado a otro país,2009,4.48751,2.6213548,6.3536652
Aguascalientes,Destino del cambio no especificado,2009,2.79942,1.6516048,3.9472352
Aguascalientes,Fallecidos con registro electoral,2009,0.68958,0.1192788,1.2598812
Aguascalientes,Reconocidos que no han vivido en el domicilio,2009,0.90873,0.2084808,1.6089792
Aguascalientes,Suspendidos de sus derechos politicos,2009,0,0,0
Aguascalientes,Residentes con domicilio mal ubicado,2009,,,
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2009,,,
Aguascalientes,Causa de no residencia no especificada,2009,,,
Aguascalientes,Error en la sección del registro electoral,2009,0.04428,0,0.1310296
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2009,0.54899,0,1.2085496
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2009,1.38339,0.303626,2.463154
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2009,1.21223,0.165198,2.259262
Aguascalientes,Ciudadanos no reconocidos y el domicilio es predio no habitado,2009,0.04079,0,0.1207384
Aguascalientes,Residentes en la sección de registro,2011,81.98585,78.8964392,85.0752608
Aguascalientes,Residentes en el domicilio de registro,2011,74.38349,71.081968,77.685012
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2011,,,
Aguascalientes,Cambio de domicilio no reportado,2011,21.55017,18.7330032,24.3673368
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2011,11.97211,9.1275228,14.8166972
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2011,2.32325,1.0824328,3.5640672
Aguascalientes,Cambio de domicilio no reportado a otro estado,2011,1.28795,0.5829184,1.9929816
Aguascalientes,Cambio de domicilio no reportado a otro país,2011,2.87898,1.600864,4.157096
Aguascalientes,Destino del cambio no especificado,2011,3.08788,2.0996284,4.0761316
Aguascalientes,Fallecidos con registro electoral,2011,0.34915,0,0.749186
Aguascalientes,Reconocidos que no han vivido en el domicilio,2011,0.64433,0,1.4029284
Aguascalientes,Suspendidos de sus derechos politicos,2011,0,0,0
Aguascalientes,Residentes con domicilio mal ubicado,2011,0,0,0
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2011,0.12088,0,0.2893028
Aguascalientes,Causa de no residencia no especificada,2011,2.95198,1.6344092,4.2695508
Aguascalientes,Error en la sección del registro electoral,2011,0.11066,0,0.32724
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2011,0.29933,0,0.7179468
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2011,3.24247,1.9350912,4.5498488
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2011,2.62338,1.3674512,3.8793088
Aguascalientes,Ciudadanos no reconocidos y el domicilio es predio no habitado,2011,0.3286,0,0.6885932
Aguascalientes,Residentes en la sección de registro,2012,82.27829,78.72368,85.8329
Aguascalientes,Residentes en el domicilio de registro,2012,71.96005,68.89075,75.02935
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2012,,,
Aguascalientes,Cambio de domicilio no reportado,2012,26.28025,23.26338,29.29712
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2012,12.85936,10.33929,15.37942
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2012,1.5859,0.5192,2.6526
Aguascalientes,Cambio de domicilio no reportado a otro estado,2012,2.19204,1.10213,3.28195
Aguascalientes,Cambio de domicilio no reportado a otro país,2012,2.96465,1.57779,4.35151
Aguascalientes,Destino del cambio no especificado,2012,6.67831,4.85149,8.50512
Aguascalientes,Fallecidos con registro electoral,2012,0.18193,0,0.53998
Aguascalientes,Reconocidos que no han vivido en el domicilio,2012,0.2347,0,0.5314
Aguascalientes,Suspendidos de sus derechos politicos,2012,0,0,0
Aguascalientes,Residentes con domicilio mal ubicado,2012,0,0,0
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2012,0.02501,0,0.0741
Aguascalientes,Causa de no residencia no especificada,2012,1.31806,0.49866,2.13745
Aguascalientes,Error en la sección del registro electoral,2012,0,0,0
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2012,0,0,0
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2012,1.31806,0.49866,2.13745
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2012,0.98187,0.3862,1.57753
Aguascalientes,Ciudadanos no reconocidos y el domicilio es predio no habitado,2012,0.33619,0,0.67737
Aguascalientes,Residentes en la sección de registro,2014,86.83108,83.50089,90.16126
Aguascalientes,Residentes en el domicilio de registro,2014,77.62574,73.72953,81.52195
Aguascalientes,Causas de no residencia en el domicilio del registro electoral:,2014,,,
Aguascalientes,Cambio de domicilio no reportado,2014,19.76451,16.23101,23.29802
Aguascalientes,Cambio de domicilio no reportado al mismo municipio,2014,10.41326,8.4416,12.38492
Aguascalientes,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2014,1.94103,0.95427,2.9278
Aguascalientes,Cambio de domicilio no reportado a otro estado,2014,0.55266,0.10214,1.00318
Aguascalientes,Cambio de domicilio no reportado a otro país,2014,2.18966,1.08457,3.29474
Aguascalientes,Destino del cambio no especificado,2014,4.66789,2.42818,6.90761
Aguascalientes,Fallecidos con registro electoral,2014,0.14377,0,0.34619
Aguascalientes,Reconocidos que no han vivido en el domicilio,2014,0.08648,0,0.25613
Aguascalientes,Suspendidos de sus derechos politicos,2014,0,0,0
Aguascalientes,Residentes con domicilio mal ubicado,2014,0.06528,0,0.19317
Aguascalientes,Otra causa de no residencia en el domicilio de registro,2014,0.16459,0,0.48673
Aguascalientes,Causa de no residencia no especificada,2014,2.14962,0.82931,3.46992
Aguascalientes,Error en la sección del registro electoral,2014,0.06528,0,0.19317
Aguascalientes,Domicilios no localizados de los ciudadanos con registro electoral,2014,0,0,0
Aguascalientes,Ciudadanos no reconocidos con registro electoral,2014,2.14962,0.82931,3.46992
Aguascalientes,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2014,1.57829,0.51007,2.6465
