Edo,Nombre_Indicador,año,Indicador,Limite_Inferior,Limite_Superior
Ciudad de México,Residentes en el domicilio de registro,2011,76.53855,74.109718,78.967382
Ciudad de México,Causas de no residencia en el domicilio del registro electoral:,2011,,,
Ciudad de México,Cambio de domicilio no reportado,2011,14.64381,12.1315604,17.1560596
Ciudad de México,Cambio de domicilio no reportado al mismo municipio,2011,2.99718,1.9864472,4.0079128
Ciudad de México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2011,3.2636,1.987346,4.539854
Ciudad de México,Cambio de domicilio no reportado a otro estado,2011,2.67616,1.6240908,3.7282292
Ciudad de México,Cambio de domicilio no reportado a otro país,2011,1.12521,0.5536544,1.6967656
Ciudad de México,Destino del cambio no especificado,2011,4.58166,3.3089536,5.8543664
Ciudad de México,Fallecidos con registro electoral,2011,1.4727,0.6913656,2.2540344
Ciudad de México,Reconocidos que no han vivido en el domicilio,2011,0.83012,0.2220496,1.4381904
Ciudad de México,Suspendidos de sus derechos politicos,2011,0,0,0
Ciudad de México,Residentes con domicilio mal ubicado,2011,2.28068,1.2373524,3.3240076
Ciudad de México,Otra causa de no residencia en el domicilio de registro,2011,0.34599,0.0098108,0.6821692
Ciudad de México,Causa de no residencia no especificada,2011,3.88816,2.6045756,5.1717444
Ciudad de México,Error en la sección del registro electoral,2011,2.63101,1.5504032,3.7116168
Ciudad de México,Domicilios no localizados de los ciudadanos con registro electoral,2011,0.34292,0,0.7252572
Ciudad de México,Ciudadanos no reconocidos con registro electoral,2011,4.21885,2.7683912,5.6693088
Ciudad de México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2011,3.56175,2.3243236,4.7991764
Ciudad de México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2011,0.32532,0.0147972,0.6358428
Ciudad de México,Residentes en la sección de registro,2012,88.27755,86.23035,90.32474
Ciudad de México,Residentes en el domicilio de registro,2012,78.14782,75.92093,80.37471
Ciudad de México,Causas de no residencia en el domicilio del registro electoral:,2012,,,
Ciudad de México,Cambio de domicilio no reportado,2012,14.81078,12.90272,16.71885
Ciudad de México,Cambio de domicilio no reportado al mismo municipio,2012,1.90782,1.13777,2.67787
Ciudad de México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2012,2.19904,1.33067,3.0674
Ciudad de México,Cambio de domicilio no reportado a otro estado,2012,2.0018,1.20554,2.79806
Ciudad de México,Cambio de domicilio no reportado a otro país,2012,0.81022,0.43438,1.18606
Ciudad de México,Destino del cambio no especificado,2012,7.8919,6.39016,9.39364
Ciudad de México,Fallecidos con registro electoral,2012,1.16323,0.67804,1.64842
Ciudad de México,Reconocidos que no han vivido en el domicilio,2012,0.35735,0,0.73479
Ciudad de México,Suspendidos de sus derechos politicos,2012,0,0,0
Ciudad de México,Residentes con domicilio mal ubicado,2012,2.75684,1.71913,3.79454
Ciudad de México,Otra causa de no residencia en el domicilio de registro,2012,0,0,0
Ciudad de México,Causa de no residencia no especificada,2012,2.76398,2.00931,3.51866
Ciudad de México,Error en la sección del registro electoral,2012,3.52165,2.33719,4.70611
Ciudad de México,Domicilios no localizados de los ciudadanos con registro electoral,2012,0.59613,0.04714,1.14512
Ciudad de México,Ciudadanos no reconocidos con registro electoral,2012,3.28018,2.30599,4.25436
Ciudad de México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2012,2.22469,1.46682,2.98255
Ciudad de México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2012,0.55512,0.24088,0.86936
Ciudad de México,Residentes en la sección de registro,2014,87.21324,84.80454,89.62193
Ciudad de México,Residentes en el domicilio de registro,2014,78.07265,75.29172,80.85358
Ciudad de México,Causas de no residencia en el domicilio del registro electoral:,2014,,,
Ciudad de México,Cambio de domicilio no reportado,2014,13.48764,11.32426,15.65103
Ciudad de México,Cambio de domicilio no reportado al mismo municipio,2014,4.45263,3.07058,5.83469
Ciudad de México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2014,1.32045,0.40503,2.23586
Ciudad de México,Cambio de domicilio no reportado a otro estado,2014,1.69618,0.80358,2.58877
Ciudad de México,Cambio de domicilio no reportado a otro país,2014,0.21624,0,0.51743
Ciudad de México,Destino del cambio no especificado,2014,5.80215,4.28349,7.32081
Ciudad de México,Fallecidos con registro electoral,2014,0.92016,0.29943,1.54088
Ciudad de México,Reconocidos que no han vivido en el domicilio,2014,0.88171,0.17999,1.58344
Ciudad de México,Suspendidos de sus derechos politicos,2014,0,0,0
Ciudad de México,Residentes con domicilio mal ubicado,2014,3.1342,1.94787,4.32053
Ciudad de México,Otra causa de no residencia en el domicilio de registro,2014,0.27499,0,0.60257
Ciudad de México,Causa de no residencia no especificada,2014,3.22865,2.22903,4.22827
Ciudad de México,Error en la sección del registro electoral,2014,3.76486,2.37955,5.15017
Ciudad de México,Domicilios no localizados de los ciudadanos con registro electoral,2014,0.6719,0.06745,1.27635
Ciudad de México,Ciudadanos no reconocidos con registro electoral,2014,4.10805,2.85411,5.36199
Ciudad de México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2014,2.9602,1.87037,4.05003
Ciudad de México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2014,0.4877,0.12362,0.85179
Ciudad de México,Residentes en la sección de registro,2015,87.21324,84.80454,89.62193
Ciudad de México,Residentes en el domicilio de registro,2015,78.07265,75.29172,80.85358
Ciudad de México,Causas de no residencia en el domicilio del registro electoral:,2015,,,
Ciudad de México,Cambio de domicilio no reportado,2015,13.48764,11.32426,15.65103
Ciudad de México,Cambio de domicilio no reportado al mismo municipio,2015,4.45263,3.07058,5.83469
Ciudad de México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2015,1.32045,0.40503,2.23586
Ciudad de México,Cambio de domicilio no reportado a otro estado,2015,1.69618,0.80358,2.58877
Ciudad de México,Cambio de domicilio no reportado a otro país,2015,0.21624,0,0.51743
Ciudad de México,Destino del cambio no especificado,2015,5.80215,4.28349,7.32081
Ciudad de México,Fallecidos con registro electoral,2015,0.92016,0.29943,1.54088
Ciudad de México,Reconocidos que no han vivido en el domicilio,2015,0.88171,0.17999,1.58344
Ciudad de México,Suspendidos de sus derechos politicos,2015,0,0,0
Ciudad de México,Residentes con domicilio mal ubicado,2015,3.1342,1.94787,4.32053
Ciudad de México,Otra causa de no residencia en el domicilio de registro,2015,0.27499,0,0.60257
Ciudad de México,Causa de no residencia no especificada,2015,3.22865,2.22903,4.22827
Ciudad de México,Error en la sección del registro electoral,2015,3.76486,2.37955,5.15017
Ciudad de México,Domicilios no localizados de los ciudadanos con registro electoral,2015,0.6719,0.06745,1.27635
Ciudad de México,Ciudadanos no reconocidos con registro electoral,2015,4.10805,2.85411,5.36199
Ciudad de México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2015,2.9602,1.87037,4.05003
Ciudad de México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2015,0.4877,0.12362,0.85179
Ciudad de México,Residentes en la sección de registro,2017,87.90071,86.20464,89.59677
Ciudad de México,Residentes en el domicilio de registro,2017,80.87406,78.80488,82.94324
Ciudad de México,Causas de no residencia en el domicilio del registro electoral:,2017,,,
Ciudad de México,Cambio de domicilio no reportado,2017,11.9049,10.05145,13.75835
Ciudad de México,Cambio de domicilio no reportado al mismo municipio,2017,2.79181,1.79446,3.78917
Ciudad de México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2017,1.96996,1.12166,2.81827
Ciudad de México,Cambio de domicilio no reportado a otro estado,2017,1.91063,1.33662,2.48464
Ciudad de México,Cambio de domicilio no reportado a otro país,2017,0.17428,0,0.36698
Ciudad de México,Destino del cambio no especificado,2017,5.0582,3.72982,6.38659
Ciudad de México,Fallecidos con registro electoral,2017,1.33884,0.83464,1.84304
Ciudad de México,Reconocidos que no han vivido en el domicilio,2017,0.57767,0.22519,0.93015
Ciudad de México,Suspendidos de sus derechos politicos,2017,0,0,0
Ciudad de México,Residentes con domicilio mal ubicado,2017,2.43162,1.64872,3.21452
Ciudad de México,Otra causa de no residencia en el domicilio de registro,2017,0.28746,0.04575,0.52918
Ciudad de México,Causa de no residencia no especificada,2017,2.58545,1.79933,3.37157
Ciudad de México,Error en la sección del registro electoral,2017,3.21009,2.25889,4.16129
Ciudad de México,Domicilios no localizados de los ciudadanos con registro electoral,2017,0.6313,0.24851,1.01408
Ciudad de México,Ciudadanos no reconocidos con registro electoral,2017,3.39141,2.41557,4.36725
Ciudad de México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2017,2.2993,1.5268,3.0718
Ciudad de México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2017,0.46896,0.18905,0.74888
Ciudad de México,Residentes en la sección de registro,2018,88.79484,87.95814,89.63155
Ciudad de México,Residentes en el domicilio de registro,2018,79.29219,78.2472,80.33718
Ciudad de México,Causas de no residencia en el domicilio del registro electoral:,2018,,,
Ciudad de México,Cambio de domicilio no reportado,2018,14.07099,13.17843,14.96355
Ciudad de México,Cambio de domicilio no reportado al mismo municipio,2018,2.29597,1.92532,2.66663
Ciudad de México,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2018,2.04034,1.66009,2.42059
Ciudad de México,Cambio de domicilio no reportado a otro estado,2018,1.89763,1.55693,2.23832
Ciudad de México,Cambio de domicilio no reportado a otro país,2018,0.37149,0.23514,0.50785
Ciudad de México,Destino del cambio no especificado,2018,7.46556,6.79005,8.14107
Ciudad de México,Fallecidos con registro electoral,2018,1.21294,0.95976,1.46612
Ciudad de México,Reconocidos que no han vivido en el domicilio,2018,0.328,0.19835,0.45764
Ciudad de México,Suspendidos de sus derechos politicos,2018,0.03548,0,0.07192
Ciudad de México,Residentes con domicilio mal ubicado,2018,1.82847,1.4898,2.16713
Ciudad de México,Otra causa de no residencia en el domicilio de registro,2018,0.52986,0.34124,0.71849
Ciudad de México,Causa de no residencia no especificada,2018,2.70207,2.26067,3.14348
Ciudad de México,Error en la sección del registro electoral,2018,2.46911,2.02351,2.91471
Ciudad de México,Domicilios no localizados de los ciudadanos con registro electoral,2018,0.71278,0.41755,1.00802
Ciudad de México,Ciudadanos no reconocidos con registro electoral,2018,3.5317,3.02191,4.0415
Ciudad de México,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2018,2.37811,1.9595,2.79671
Ciudad de México,Ciudadanos no reconocidos y el domicilio es predio no habitado,2018,0.46288,0.28509,0.64067
Durango,Residentes en la sección de registro,2005,76.4206,71.9225176,80.9186824
Durango,Residentes en el domicilio de registro,2005,72.472,67.7206072,77.2233928
Durango,Causas de no residencia en el domicilio del registro electoral:,2005,,,
Durango,Cambio de domicilio no reportado,2005,23.7601,19.1359504,28.3842496
Durango,Cambio de domicilio no reportado al mismo municipio,2005,11.315,7.812774,14.817226
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2005,1.56866,0.81374052,2.32357948
Durango,Cambio de domicilio no reportado a otro estado,2005,2.25502,1.1739428,3.3360972
Durango,Cambio de domicilio no reportado a otro país,2005,6.67067,4.7760164,8.5653236
Durango,Destino del cambio no especificado,2005,1.9507,0.73597824,3.16542176
Durango,Fallecidos con registro electoral,2005,2.66028,1.65935112,3.66120888
Durango,Reconocidos que no han vivido en el domicilio,2005,0.00756415,0,0.022389296
Durango,Suspendidos de sus derechos politicos,2005,,,
Durango,Residentes con domicilio mal ubicado,2005,,,
Durango,Otra causa de no residencia en el domicilio de registro,2005,,,
Durango,Causa de no residencia no especificada,2005,,,
Durango,Error en la sección del registro electoral,2005,1.01778,0,2.08729908
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2005,2.17572,0.53637012,3.81506988
Durango,Ciudadanos no reconocidos con registro electoral,2005,1.88507,0.45938756,3.31075244
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2005,0.171051,0,0.47797132
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2005,0.0090777,0,0.026850274
Durango,Residentes en la sección de registro,2006,81.45147,79.234612,83.668328
Durango,Residentes en el domicilio de registro,2006,76.22246,74.1438408,78.3010792
Durango,Causas de no residencia en el domicilio del registro electoral:,2006,,,
Durango,Cambio de domicilio no reportado,2006,19.23342,17.194628,21.272212
Durango,Cambio de domicilio no reportado al mismo municipio,2006,8.9474,7.363818,10.530982
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2006,1.42331,0.8499316,1.9966884
Durango,Cambio de domicilio no reportado a otro estado,2006,1.73153,1.1017428,2.3613172
Durango,Cambio de domicilio no reportado a otro país,2006,4.60213,3.4626252,5.7416348
Durango,Destino del cambio no especificado,2006,2.52905,1.8913052,3.1667948
Durango,Fallecidos con registro electoral,2006,2.82929,2.0507192,3.6078608
Durango,Reconocidos que no han vivido en el domicilio,2006,0.21266,0.0450408,0.3802792
Durango,Suspendidos de sus derechos politicos,2006,,,
Durango,Residentes con domicilio mal ubicado,2006,,,
Durango,Otra causa de no residencia en el domicilio de registro,2006,,,
Durango,Causa de no residencia no especificada,2006,,,
Durango,Error en la sección del registro electoral,2006,1.03162,0.4159056,1.6473344
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2006,0.67777,0.2930808,1.0624592
Durango,Ciudadanos no reconocidos con registro electoral,2006,1.65345,1.1329132,2.1739868
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2006,0.69279,0.3769164,1.0086636
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2006,0.28895,0.0696064,0.5082936
Durango,Residentes en la sección de registro,2008,79.43272,75.9311016,82.9343384
Durango,Residentes en el domicilio de registro,2008,74.0553,69.6188008,78.4917992
Durango,Causas de no residencia en el domicilio del registro electoral:,2008,,,
Durango,Cambio de domicilio no reportado,2008,19.39928,14.281818,24.516742
Durango,Cambio de domicilio no reportado al mismo municipio,2008,8.27276,6.272874,10.272646
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2008,1.81534,0.6221704,3.0085096
Durango,Cambio de domicilio no reportado a otro estado,2008,1.53677,0.3398372,2.7337028
Durango,Cambio de domicilio no reportado a otro país,2008,4.68989,1.235978,8.143802
Durango,Destino del cambio no especificado,2008,3.08452,0.267412,5.901628
Durango,Fallecidos con registro electoral,2008,4.69006,2.655678,6.724442
Durango,Reconocidos que no han vivido en el domicilio,2008,0.58123,0,1.69059
Durango,Suspendidos de sus derechos politicos,2008,,,
Durango,Residentes con domicilio mal ubicado,2008,,,
Durango,Otra causa de no residencia en el domicilio de registro,2008,,,
Durango,Causa de no residencia no especificada,2008,,,
Durango,Error en la sección del registro electoral,2008,0.15717,0,0.375024
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2008,0.88239,0,1.8303832
Durango,Ciudadanos no reconocidos con registro electoral,2008,2.04201,0.5726764,3.5113436
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2008,0.69417,0.0004868,1.3878532
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2008,0.47738,0,1.1655752
Durango,Residentes en la sección de registro,2009,78.44934,74.9906064,81.9080736
Durango,Residentes en el domicilio de registro,2009,74.66118,71.570554,77.751806
Durango,Causas de no residencia en el domicilio del registro electoral:,2009,,,
Durango,Cambio de domicilio no reportado,2009,20.08292,17.493564,22.672276
Durango,Cambio de domicilio no reportado al mismo municipio,2009,10.28372,7.7414628,12.8259772
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2009,1.76622,0.898626,2.633814
Durango,Cambio de domicilio no reportado a otro estado,2009,1.91868,0.8466972,2.9906628
Durango,Cambio de domicilio no reportado a otro país,2009,4.68696,2.8686288,6.5052912
Durango,Destino del cambio no especificado,2009,1.42734,0.1480284,2.7066516
Durango,Fallecidos con registro electoral,2009,4.33634,2.5282596,6.1444204
Durango,Reconocidos que no han vivido en el domicilio,2009,0.20443,0,0.5655012
Durango,Suspendidos de sus derechos politicos,2009,0,0,0
Durango,Residentes con domicilio mal ubicado,2009,,,
Durango,Otra causa de no residencia en el domicilio de registro,2009,,,
Durango,Causa de no residencia no especificada,2009,,,
Durango,Error en la sección del registro electoral,2009,0.20908,0,0.5029036
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2009,1.69184,0.5668196,2.8168604
Durango,Ciudadanos no reconocidos con registro electoral,2009,1.60428,0.6549932,2.5535668
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2009,0.78019,0.0748252,1.4855548
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2009,0,0,0
Durango,Residentes en la sección de registro,2011,82.67676,79.5934644,85.7600556
Durango,Residentes en el domicilio de registro,2011,77.21166,73.9220352,80.5012848
Durango,Causas de no residencia en el domicilio del registro electoral:,2011,,,
Durango,Cambio de domicilio no reportado,2011,17.34716,13.9773908,20.7169292
Durango,Cambio de domicilio no reportado al mismo municipio,2011,7.82426,5.6106752,10.0378448
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2011,1.61914,0.6439812,2.5942988
Durango,Cambio de domicilio no reportado a otro estado,2011,1.56204,0.8234532,2.3006268
Durango,Cambio de domicilio no reportado a otro país,2011,2.81914,1.013,4.62528
Durango,Destino del cambio no especificado,2011,3.52258,2.1297452,4.9154148
Durango,Fallecidos con registro electoral,2011,1.96944,1.0248572,2.9140228
Durango,Reconocidos que no han vivido en el domicilio,2011,0.42111,0,0.8977428
Durango,Suspendidos de sus derechos politicos,2011,0.14858,0,0.4389736
Durango,Residentes con domicilio mal ubicado,2011,0.39801,0,0.8070032
Durango,Otra causa de no residencia en el domicilio de registro,2011,0.53799,0.065434,1.010546
Durango,Causa de no residencia no especificada,2011,1.96605,0.1380168,3.7940832
Durango,Error en la sección del registro electoral,2011,0.68949,0.0185624,1.3604176
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2011,1.60798,0.5284512,2.6875088
Durango,Ciudadanos no reconocidos con registro electoral,2011,2.8462,1.0691856,4.6232144
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2011,1.30082,0.2235844,2.3780556
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2011,0.50924,0,1.1202308
Durango,Residentes en la sección de registro,2012,85.76422,82.26355,89.26489
Durango,Residentes en el domicilio de registro,2012,79.30302,75.86471,82.74134
Durango,Causas de no residencia en el domicilio del registro electoral:,2012,,,
Durango,Cambio de domicilio no reportado,2012,15.84156,13.06561,18.6175
Durango,Cambio de domicilio no reportado al mismo municipio,2012,8.0764,5.96532,10.18747
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2012,1.55366,0.72696,2.38036
Durango,Cambio de domicilio no reportado a otro estado,2012,1.49453,0.78218,2.20687
Durango,Cambio de domicilio no reportado a otro país,2012,2.03545,1.05449,3.0164
Durango,Destino del cambio no especificado,2012,2.68153,1.51007,3.85298
Durango,Fallecidos con registro electoral,2012,2.03925,0.95814,3.12035
Durango,Reconocidos que no han vivido en el domicilio,2012,0.49346,0.02628,0.96063
Durango,Suspendidos de sus derechos politicos,2012,0.07026,0,0.20814
Durango,Residentes con domicilio mal ubicado,2012,0,0,0
Durango,Otra causa de no residencia en el domicilio de registro,2012,0,0,0
Durango,Causa de no residencia no especificada,2012,2.25246,1.28598,3.21894
Durango,Error en la sección del registro electoral,2012,0,0,0
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2012,2.0006,0.85621,3.14499
Durango,Ciudadanos no reconocidos con registro electoral,2012,4.05102,2.82698,5.27507
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2012,1.58193,0.7925,2.37136
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2012,0.70112,0.10871,1.29352
Durango,Residentes en la sección de registro,2014,84.32461,80.27825,88.37097
Durango,Residentes en el domicilio de registro,2014,79.0501,75.34568,82.75453
Durango,Causas de no residencia en el domicilio del registro electoral:,2014,,,
Durango,Cambio de domicilio no reportado,2014,15.65353,11.99136,19.3157
Durango,Cambio de domicilio no reportado al mismo municipio,2014,7.8438,4.49866,11.18894
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2014,0.84468,0.16849,1.52088
Durango,Cambio de domicilio no reportado a otro estado,2014,2.66213,1.01559,4.30867
Durango,Cambio de domicilio no reportado a otro país,2014,1.7032,0,3.45723
Durango,Destino del cambio no especificado,2014,2.59972,1.11399,4.08544
Durango,Fallecidos con registro electoral,2014,1.92645,0.69282,3.16009
Durango,Reconocidos que no han vivido en el domicilio,2014,0.09602,0,0.23648
Durango,Suspendidos de sus derechos politicos,2014,0.11437,0,0.31215
Durango,Residentes con domicilio mal ubicado,2014,0.63517,0.11276,1.15758
Durango,Otra causa de no residencia en el domicilio de registro,2014,0.20044,0,0.56607
Durango,Causa de no residencia no especificada,2014,2.32391,0.93195,3.71588
Durango,Error en la sección del registro electoral,2014,0.81269,0.19064,1.43473
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2014,0.66823,0.00285,1.3336
Durango,Ciudadanos no reconocidos con registro electoral,2014,2.91194,1.48417,4.33971
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2014,1.75924,0.28402,3.23447
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2014,0.56317,0.00775,1.1186
Durango,Residentes en la sección de registro,2015,84.32461,80.27825,88.37097
Durango,Residentes en el domicilio de registro,2015,79.0501,75.34568,82.75453
Durango,Causas de no residencia en el domicilio del registro electoral:,2015,,,
Durango,Cambio de domicilio no reportado,2015,15.65353,11.99136,19.3157
Durango,Cambio de domicilio no reportado al mismo municipio,2015,7.8438,4.49866,11.18894
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2015,0.84468,0.16849,1.52088
Durango,Cambio de domicilio no reportado a otro estado,2015,2.66213,1.01559,4.30867
Durango,Cambio de domicilio no reportado a otro país,2015,1.7032,0,3.45723
Durango,Destino del cambio no especificado,2015,2.59972,1.11399,4.08544
Durango,Fallecidos con registro electoral,2015,1.92645,0.69282,3.16009
Durango,Reconocidos que no han vivido en el domicilio,2015,0.09602,0,0.23648
Durango,Suspendidos de sus derechos politicos,2015,0.11437,0,0.31215
Durango,Residentes con domicilio mal ubicado,2015,0.63517,0.11276,1.15758
Durango,Otra causa de no residencia en el domicilio de registro,2015,0.20044,0,0.56607
Durango,Causa de no residencia no especificada,2015,2.32391,0.93195,3.71588
Durango,Error en la sección del registro electoral,2015,0.81269,0.19064,1.43473
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2015,0.66823,0.00285,1.3336
Durango,Ciudadanos no reconocidos con registro electoral,2015,2.91194,1.48417,4.33971
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2015,1.75924,0.28402,3.23447
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2015,0.56317,0.00775,1.1186
Durango,Residentes en la sección de registro,2017,85.80384,83.59733,88.01034
Durango,Residentes en el domicilio de registro,2017,79.63228,77.09391,82.17065
Durango,Causas de no residencia en el domicilio del registro electoral:,2017,,,
Durango,Cambio de domicilio no reportado,2017,15.05609,12.67874,17.43344
Durango,Cambio de domicilio no reportado al mismo municipio,2017,8.68723,6.90544,10.46902
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2017,0.54993,0.07156,1.02829
Durango,Cambio de domicilio no reportado a otro estado,2017,2.30258,1.58985,3.0153
Durango,Cambio de domicilio no reportado a otro país,2017,0.84749,0.35432,1.34065
Durango,Destino del cambio no especificado,2017,2.66887,1.66976,3.66799
Durango,Fallecidos con registro electoral,2017,1.52412,0.80372,2.24452
Durango,Reconocidos que no han vivido en el domicilio,2017,0.1494,0,0.34473
Durango,Suspendidos de sus derechos politicos,2017,0,0,0
Durango,Residentes con domicilio mal ubicado,2017,0.68967,0.25279,1.12654
Durango,Otra causa de no residencia en el domicilio de registro,2017,0.06228,0,0.18442
Durango,Causa de no residencia no especificada,2017,2.88616,1.73907,4.03325
Durango,Error en la sección del registro electoral,2017,0.91429,0.41301,1.41557
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2017,0.32369,0,0.70529
Durango,Ciudadanos no reconocidos con registro electoral,2017,3.02865,1.84881,4.2085
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2017,2.28086,1.34125,3.22046
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2017,0.6053,0.25117,0.95944
Durango,Residentes en la sección de registro,2018,84.44069,82.60806,86.27333
Durango,Residentes en el domicilio de registro,2018,79.18367,77.11294,81.2544
Durango,Causas de no residencia en el domicilio del registro electoral:,2018,,,
Durango,Cambio de domicilio no reportado,2018,16.15437,14.34734,17.96141
Durango,Cambio de domicilio no reportado al mismo municipio,2018,8.36551,7.04896,9.68206
Durango,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2018,0.91762,0.44409,1.39116
Durango,Cambio de domicilio no reportado a otro estado,2018,1.63311,1.06548,2.20074
Durango,Cambio de domicilio no reportado a otro país,2018,1.79279,1.1319,2.45368
Durango,Destino del cambio no especificado,2018,3.44534,2.55514,4.33554
Durango,Fallecidos con registro electoral,2018,1.62097,1.13668,2.10526
Durango,Reconocidos que no han vivido en el domicilio,2018,0.31146,0.04053,0.58238
Durango,Suspendidos de sus derechos politicos,2018,0.10516,0,0.25131
Durango,Residentes con domicilio mal ubicado,2018,0.70282,0.3179,1.08774
Durango,Otra causa de no residencia en el domicilio de registro,2018,0.10669,0,0.25467
Durango,Causa de no residencia no especificada,2018,1.81486,1.1206,2.50913
Durango,Error en la sección del registro electoral,2018,0.95284,0.50132,1.40437
Durango,Domicilios no localizados de los ciudadanos con registro electoral,2018,0.59195,0.24032,0.94358
Durango,Ciudadanos no reconocidos con registro electoral,2018,2.50141,1.6477,3.35513
Durango,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2018,1.27884,0.75253,1.80515
Durango,Ciudadanos no reconocidos y el domicilio es predio no habitado,2018,0.69856,0.27855,1.11858
Guanajuato,Residentes en la sección de registro,2005,82.4586,80.2286492,84.6885508
Guanajuato,Residentes en el domicilio de registro,2005,76.978,74.7839956,79.1720044
Guanajuato,Causas de no residencia en el domicilio del registro electoral:,2005,,,
Guanajuato,Cambio de domicilio no reportado,2005,20.5722,18.5069088,22.6374912
Guanajuato,Cambio de domicilio no reportado al mismo municipio,2005,10.9794,9.21655444,12.74224556
Guanajuato,Cambio de domicilio no reportado a otro municipio dentro del mismo estado,2005,1.04388,0.54922304,1.53853696
Guanajuato,Cambio de domicilio no reportado a otro estado,2005,1.00112,0.59889664,1.40334336
Guanajuato,Cambio de domicilio no reportado a otro país,2005,4.82856,3.5098328,6.1472872
Guanajuato,Destino del cambio no especificado,2005,2.71926,1.62683244,3.81168756
Guanajuato,Fallecidos con registro electoral,2005,0.638325,0.3628666,0.9137834
Guanajuato,Reconocidos que no han vivido en el domicilio,2005,0.113162,0,0.241662148
Guanajuato,Suspendidos de sus derechos politicos,2005,,,
Guanajuato,Residentes con domicilio mal ubicado,2005,,,
Guanajuato,Otra causa de no residencia en el domicilio de registro,2005,,,
Guanajuato,Causa de no residencia no especificada,2005,,,
Guanajuato,Error en la sección del registro electoral,2005,0.62577,0.18691816,1.06462184
Guanajuato,Domicilios no localizados de los ciudadanos con registro electoral,2005,0.314119,0.09481068,0.53342732
Guanajuato,Ciudadanos no reconocidos con registro electoral,2005,1.98868,0.87858108,3.09877892
Guanajuato,Ciudadanos no reconocidos y el domicilio es vivienda habitada,2005,1.2411,0.59508008,1.88711992
Guanajuato,Ciudadanos no reconocidos y el domicilio es predio no habitado,2005,0.471301,0,1.01695912
Guanajuato,Residentes en la sección de registro,2006,81.10842,78.5377428,83.6790972
Guanajuato,Residentes en el domicilio de registro,2006,75.16728,72.5260428,77.8085172
Guanajuato,Causas de no residencia en el domicilio del registro electoral:,2006,,,
Guanajuato,Cambio de domicilio no reportado,2006,22.31274,19.7137016,24.9117784
