AGUASCALIENTES ,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,COAHUILA,COLIMA,CHIAPAS ,CHIHUAHUA,CIUDAD DE MEXICO,DURANGO ,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MÉXICO,MICHOACÁN,MORELOS,NAYARIT,NUEVO LEÓN,OAXACA ,PUEBLA ,QUERÉTARO,QUINTANA ROO,SAN LUIS POTOSÍ,SINALOA,SONORA,TABASCO,TAMAULIPAS ,TLAXCALA ,VERACRUZ,YUCATÁN,ZACATECAS ,NACIONAL,año,mes,dia,fecha
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,8,28,28/08/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,9,4,04/09/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,9,11,11/09/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,9,18,18/09/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,9,25,25/09/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,10,2,02/10/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,10,9,09/10/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,10,16,16/10/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,10,23,23/10/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,10,30,30/10/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,11,6,06/11/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,11,13,13/11/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,11,20,20/11/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,11,27,27/11/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,12,4,04/12/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,12,11,11/12/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,12,18,18/12/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1994,12,25,25/12/1994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,1,12,12/01/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,1,8,08/01/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,1,15,15/01/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,1,22,22/01/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,1,29,29/01/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,2,5,05/02/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,2,12,12/02/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,2,19,19/02/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,2,26,26/02/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,3,5,05/03/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,3,12,12/03/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,3,19,19/03/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,3,26,26/03/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,4,2,02/04/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,4,9,09/04/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,4,16,16/04/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,4,23,23/04/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,4,30,30/04/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,5,7,07/05/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,5,14,14/05/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,5,21,21/05/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,5,28,28/05/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,6,4,04/06/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,6,11,11/06/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,6,18,18/06/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,6,25,25/06/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,7,2,02/07/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,7,9,09/07/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,7,16,16/07/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,7,23,23/07/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,7,30,30/07/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,8,6,06/08/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,8,13,13/08/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,8,20,20/08/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,8,27,27/08/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,9,3,03/09/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,9,10,10/09/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,9,17,17/09/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,9,24,24/09/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,10,1,01/10/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,10,8,08/10/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,10,15,15/10/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,10,22,22/10/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,10,29,29/10/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,11,10,10/11/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,11,12,12/11/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,11,19,19/11/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,11,26,26/11/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,12,3,03/12/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,12,10,10/12/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,12,17,17/12/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,12,24,24/12/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1995,12,31,31/12/1995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,1,7,07/01/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,1,14,14/01/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39256,1996,1,21,21/01/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,1,28,28/01/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,2,4,04/02/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,2,11,11/02/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,2,18,18/02/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,2,25,25/02/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,3,3,03/03/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,3,10,10/03/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,3,17,17/03/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,3,24,24/03/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,3,31,31/03/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,4,7,07/04/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,4,14,14/04/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,4,21,21/04/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,4,28,28/04/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,5,5,05/05/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,5,12,12/05/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,5,19,19/05/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,5,26,26/05/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,6,2,02/06/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,6,9,09/06/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,6,16,16/06/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,6,23,23/06/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,6,30,30/06/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,7,7,07/07/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,7,14,14/07/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,7,21,21/07/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,7,28,28/07/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,8,4,04/08/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,8,11,11/08/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,8,18,18/08/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,8,25,25/08/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,9,1,01/09/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,9,8,08/09/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,9,15,15/09/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,9,22,22/09/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,9,29,29/09/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,10,9,09/10/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,10,13,13/10/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,10,20,20/10/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,10,27,27/10/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,11,3,03/11/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,11,10,10/11/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,11,17,17/11/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,11,24,24/11/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,12,1,01/12/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,12,8,08/12/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,12,15,15/12/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,12,22,22/12/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1996,12,29,29/12/1996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,1,5,05/01/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,1,12,12/01/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244021,1997,1,19,19/01/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,1,26,26/01/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,2,2,02/02/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,2,9,09/02/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,2,16,16/02/1997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1997,2,23,23/02/1997
